InteractionID	ComplexName	Entry1	Entry2	Class	E1;E2
291	CCT complex (chaperonin containing TCP1 complex)	P42932	P80313	Interactors	P42932;P80313
292	CCT complex (chaperonin containing TCP1 complex)	P42932	P80314	Interactors	P42932;P80314
293	CCT complex (chaperonin containing TCP1 complex)	P42932	P80315	Interactors	P42932;P80315
294	CCT complex (chaperonin containing TCP1 complex)	P42932	P80316	Interactors	P42932;P80316
295	CCT complex (chaperonin containing TCP1 complex)	P42932	P80317	Interactors	P42932;P80317
296	CCT complex (chaperonin containing TCP1 complex)	P42932	P80318	Interactors	P42932;P80318
297	CCT complex (chaperonin containing TCP1 complex)	P80313	P80314	Interactors	P80313;P80314
298	CCT complex (chaperonin containing TCP1 complex)	P80313	P80315	Interactors	P80313;P80315
299	CCT complex (chaperonin containing TCP1 complex)	P80313	P80316	Interactors	P80313;P80316
300	CCT complex (chaperonin containing TCP1 complex)	P80313	P80317	Interactors	P80313;P80317
301	CCT complex (chaperonin containing TCP1 complex)	P80313	P80318	Interactors	P80313;P80318
302	CCT complex (chaperonin containing TCP1 complex)	P80314	P80315	Interactors	P80314;P80315
303	CCT complex (chaperonin containing TCP1 complex)	P80314	P80316	Interactors	P80314;P80316
304	CCT complex (chaperonin containing TCP1 complex)	P80314	P80317	Interactors	P80314;P80317
305	CCT complex (chaperonin containing TCP1 complex)	P80314	P80318	Interactors	P80314;P80318
306	CCT complex (chaperonin containing TCP1 complex)	P80315	P80316	Interactors	P80315;P80316
307	CCT complex (chaperonin containing TCP1 complex)	P80315	P80317	Interactors	P80315;P80317
308	CCT complex (chaperonin containing TCP1 complex)	P80315	P80318	Interactors	P80315;P80318
309	CCT complex (chaperonin containing TCP1 complex)	P80316	P80317	Interactors	P80316;P80317
310	CCT complex (chaperonin containing TCP1 complex)	P80316	P80318	Interactors	P80316;P80318
311	CCT complex (chaperonin containing TCP1 complex)	P80317	P80318	Interactors	P80317;P80318
312	nNos-Capon-Dexras1 complex	O35626	Q9D3A8	Interactors	O35626;Q9D3A8
313	nNos-Capon-Dexras1 complex	O35626	Q9Z0J4	Interactors	O35626;Q9Z0J4
314	nNos-Capon-Dexras1 complex	Q9D3A8	Q9Z0J4	Interactors	Q9D3A8;Q9Z0J4
315	Anaphase-promoting complex	P53995	Q3V036	Interactors	P53995;Q3V036
316	Anaphase-promoting complex	P53995	Q8BGZ4	Interactors	P53995;Q8BGZ4
317	Anaphase-promoting complex	P53995	Q8BTZ4	Interactors	P53995;Q8BTZ4
318	Anaphase-promoting complex	P53995	Q8BZQ7	Interactors	P53995;Q8BZQ7
319	Anaphase-promoting complex	P53995	Q8K2H6	Interactors	P53995;Q8K2H6
320	Anaphase-promoting complex	P53995	Q8R349	Interactors	P53995;Q8R349
321	Anaphase-promoting complex	P53995	Q91W96	Interactors	P53995;Q91W96
322	Anaphase-promoting complex	P53995	Q9WVM3	Interactors	P53995;Q9WVM3
323	Anaphase-promoting complex	Q3V036	Q8BGZ4	Interactors	Q3V036;Q8BGZ4
324	Anaphase-promoting complex	Q3V036	Q8BTZ4	Interactors	Q3V036;Q8BTZ4
325	Anaphase-promoting complex	Q3V036	Q8BZQ7	Interactors	Q3V036;Q8BZQ7
326	Anaphase-promoting complex	Q3V036	Q8K2H6	Interactors	Q3V036;Q8K2H6
327	Anaphase-promoting complex	Q3V036	Q8R349	Interactors	Q3V036;Q8R349
328	Anaphase-promoting complex	Q3V036	Q91W96	Interactors	Q3V036;Q91W96
329	Anaphase-promoting complex	Q3V036	Q9WVM3	Interactors	Q3V036;Q9WVM3
330	Anaphase-promoting complex	Q8BGZ4	Q8BTZ4	Interactors	Q8BGZ4;Q8BTZ4
331	Anaphase-promoting complex	Q8BGZ4	Q8BZQ7	Interactors	Q8BGZ4;Q8BZQ7
332	Anaphase-promoting complex	Q8BGZ4	Q8K2H6	Interactors	Q8BGZ4;Q8K2H6
333	Anaphase-promoting complex	Q8BGZ4	Q8R349	Interactors	Q8BGZ4;Q8R349
334	Anaphase-promoting complex	Q8BGZ4	Q91W96	Interactors	Q8BGZ4;Q91W96
335	Anaphase-promoting complex	Q8BGZ4	Q9WVM3	Interactors	Q8BGZ4;Q9WVM3
336	Anaphase-promoting complex	Q8BTZ4	Q8BZQ7	Interactors	Q8BTZ4;Q8BZQ7
337	Anaphase-promoting complex	Q8BTZ4	Q8K2H6	Interactors	Q8BTZ4;Q8K2H6
338	Anaphase-promoting complex	Q8BTZ4	Q8R349	Interactors	Q8BTZ4;Q8R349
339	Anaphase-promoting complex	Q8BTZ4	Q91W96	Interactors	Q8BTZ4;Q91W96
340	Anaphase-promoting complex	Q8BTZ4	Q9WVM3	Interactors	Q8BTZ4;Q9WVM3
341	Anaphase-promoting complex	Q8BZQ7	Q8K2H6	Interactors	Q8BZQ7;Q8K2H6
342	Anaphase-promoting complex	Q8BZQ7	Q8R349	Interactors	Q8BZQ7;Q8R349
343	Anaphase-promoting complex	Q8BZQ7	Q91W96	Interactors	Q8BZQ7;Q91W96
344	Anaphase-promoting complex	Q8BZQ7	Q9WVM3	Interactors	Q8BZQ7;Q9WVM3
345	Anaphase-promoting complex	Q8K2H6	Q8R349	Interactors	Q8K2H6;Q8R349
346	Anaphase-promoting complex	Q8K2H6	Q91W96	Interactors	Q8K2H6;Q91W96
347	Anaphase-promoting complex	Q8K2H6	Q9WVM3	Interactors	Q8K2H6;Q9WVM3
348	Anaphase-promoting complex	Q8R349	Q91W96	Interactors	Q8R349;Q91W96
349	Anaphase-promoting complex	Q8R349	Q9WVM3	Interactors	Q8R349;Q9WVM3
350	Anaphase-promoting complex	Q91W96	Q9WVM3	Interactors	Q91W96;Q9WVM3
351	Nucleolar remodeling complex (NoRC complex)	Q91YE5	Q91ZW3	Interactors	Q91YE5;Q91ZW3
352	Meiotic cohesin complex	P70281	Q8C5S7	Interactors	P70281;Q8C5S7
353	Meiotic cohesin complex	P70281	Q920F6	Interactors	P70281;Q920F6
354	Meiotic cohesin complex	P70281	Q9CW03	Interactors	P70281;Q9CW03
355	Meiotic cohesin complex	Q8C5S7	Q920F6	Interactors	Q8C5S7;Q920F6
356	Meiotic cohesin complex	Q8C5S7	Q9CW03	Interactors	Q8C5S7;Q9CW03
357	Meiotic cohesin complex	Q920F6	Q9CW03	Interactors	Q920F6;Q9CW03
358	Srf-myogenin-E12 complex	P12979	P15806	Interactors	P12979;P15806
359	Srf-myogenin-E12 complex	P12979	Q9JM73	Interactors	P12979;Q9JM73
360	Srf-myogenin-E12 complex	P15806	Q9JM73	Interactors	P15806;Q9JM73
361	Fertilin complex (Adam1b, Adam2)	Q60718	Q8R534	Interactors	Q60718;Q8R534
362	MCM complex	P25206	P49717	Interactors	P25206;P49717
363	MCM complex	P25206	P49718	Interactors	P25206;P49718
364	MCM complex	P25206	P97310	Interactors	P25206;P97310
365	MCM complex	P25206	P97311	Interactors	P25206;P97311
366	MCM complex	P25206	Q61881	Interactors	P25206;Q61881
367	MCM complex	P49717	P49718	Interactors	P49717;P49718
368	MCM complex	P49717	P97310	Interactors	P49717;P97310
369	MCM complex	P49717	P97311	Interactors	P49717;P97311
370	MCM complex	P49717	Q61881	Interactors	P49717;Q61881
371	MCM complex	P49718	P97310	Interactors	P49718;P97310
372	MCM complex	P49718	P97311	Interactors	P49718;P97311
373	MCM complex	P49718	Q61881	Interactors	P49718;Q61881
374	MCM complex	P97310	P97311	Interactors	P97310;P97311
375	MCM complex	P97310	Q61881	Interactors	P97310;Q61881
376	MCM complex	P97311	Q61881	Interactors	P97311;Q61881
377	ORC complex (origin recognition complex)	O88708	Q60862	Interactors	O88708;Q60862
378	ORC complex (origin recognition complex)	O88708	Q9JK30	Interactors	O88708;Q9JK30
379	ORC complex (origin recognition complex)	O88708	Q9WUJ8	Interactors	O88708;Q9WUJ8
380	ORC complex (origin recognition complex)	O88708	Q9WUV0	Interactors	O88708;Q9WUV0
381	ORC complex (origin recognition complex)	O88708	Q9Z1N2	Interactors	O88708;Q9Z1N2
382	ORC complex (origin recognition complex)	Q60862	Q9JK30	Interactors	Q60862;Q9JK30
383	ORC complex (origin recognition complex)	Q60862	Q9WUJ8	Interactors	Q60862;Q9WUJ8
384	ORC complex (origin recognition complex)	Q60862	Q9WUV0	Interactors	Q60862;Q9WUV0
385	ORC complex (origin recognition complex)	Q60862	Q9Z1N2	Interactors	Q60862;Q9Z1N2
386	ORC complex (origin recognition complex)	Q9JK30	Q9WUJ8	Interactors	Q9JK30;Q9WUJ8
387	ORC complex (origin recognition complex)	Q9JK30	Q9WUV0	Interactors	Q9JK30;Q9WUV0
388	ORC complex (origin recognition complex)	Q9JK30	Q9Z1N2	Interactors	Q9JK30;Q9Z1N2
389	ORC complex (origin recognition complex)	Q9WUJ8	Q9WUV0	Interactors	Q9WUJ8;Q9WUV0
390	ORC complex (origin recognition complex)	Q9WUJ8	Q9Z1N2	Interactors	Q9WUJ8;Q9Z1N2
391	ORC complex (origin recognition complex)	Q9WUV0	Q9Z1N2	Interactors	Q9WUV0;Q9Z1N2
392	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	P49769	P57716	Interactors	P49769;P57716
393	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	P49769	Q8BVF7	Interactors	P49769;Q8BVF7
394	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	P49769	Q9CQR7	Interactors	P49769;Q9CQR7
395	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	P57716	Q8BVF7	Interactors	P57716;Q8BVF7
396	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	P57716	Q9CQR7	Interactors	P57716;Q9CQR7
397	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	Q8BVF7	Q9CQR7	Interactors	Q8BVF7;Q9CQR7
398	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82348	Interactors	P82347;P82348
399	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82349	Interactors	P82347;P82349
400	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82350	Interactors	P82347;P82350
401	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82349	Interactors	P82348;P82349
402	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82350	Interactors	P82348;P82350
403	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82349	P82350	Interactors	P82349;P82350
404	CCT complex (chaperonin containing TCP1 complex)	P11983	P42932	Interactors	P11983;P42932
405	CCT complex (chaperonin containing TCP1 complex)	P11983	P80313	Interactors	P11983;P80313
406	CCT complex (chaperonin containing TCP1 complex)	P11983	P80314	Interactors	P11983;P80314
407	CCT complex (chaperonin containing TCP1 complex)	P11983	P80315	Interactors	P11983;P80315
408	CCT complex (chaperonin containing TCP1 complex)	P11983	P80316	Interactors	P11983;P80316
409	CCT complex (chaperonin containing TCP1 complex)	P11983	P80317	Interactors	P11983;P80317
410	CCT complex (chaperonin containing TCP1 complex)	P11983	P80318	Interactors	P11983;P80318
411	CCT complex (chaperonin containing TCP1 complex)	P42932	P80313	Interactors	P42932;P80313
412	CCT complex (chaperonin containing TCP1 complex)	P42932	P80314	Interactors	P42932;P80314
413	CCT complex (chaperonin containing TCP1 complex)	P42932	P80315	Interactors	P42932;P80315
414	CCT complex (chaperonin containing TCP1 complex)	P42932	P80316	Interactors	P42932;P80316
415	CCT complex (chaperonin containing TCP1 complex)	P42932	P80317	Interactors	P42932;P80317
416	CCT complex (chaperonin containing TCP1 complex)	P42932	P80318	Interactors	P42932;P80318
417	CCT complex (chaperonin containing TCP1 complex)	P80313	P80314	Interactors	P80313;P80314
418	CCT complex (chaperonin containing TCP1 complex)	P80313	P80315	Interactors	P80313;P80315
419	CCT complex (chaperonin containing TCP1 complex)	P80313	P80316	Interactors	P80313;P80316
420	CCT complex (chaperonin containing TCP1 complex)	P80313	P80317	Interactors	P80313;P80317
421	CCT complex (chaperonin containing TCP1 complex)	P80313	P80318	Interactors	P80313;P80318
422	CCT complex (chaperonin containing TCP1 complex)	P80314	P80315	Interactors	P80314;P80315
423	CCT complex (chaperonin containing TCP1 complex)	P80314	P80316	Interactors	P80314;P80316
424	CCT complex (chaperonin containing TCP1 complex)	P80314	P80317	Interactors	P80314;P80317
425	CCT complex (chaperonin containing TCP1 complex)	P80314	P80318	Interactors	P80314;P80318
426	CCT complex (chaperonin containing TCP1 complex)	P80315	P80316	Interactors	P80315;P80316
427	CCT complex (chaperonin containing TCP1 complex)	P80315	P80317	Interactors	P80315;P80317
428	CCT complex (chaperonin containing TCP1 complex)	P80315	P80318	Interactors	P80315;P80318
429	CCT complex (chaperonin containing TCP1 complex)	P80316	P80317	Interactors	P80316;P80317
430	CCT complex (chaperonin containing TCP1 complex)	P80316	P80318	Interactors	P80316;P80318
431	CCT complex (chaperonin containing TCP1 complex)	P80317	P80318	Interactors	P80317;P80318
432	Sos1-Abi1-Eps8 complex	Q08509	Q62245	Interactors	Q08509;Q62245
433	Sos1-Abi1-Eps8 complex	Q08509	Q8CBW3	Interactors	Q08509;Q8CBW3
434	Sos1-Abi1-Eps8 complex	Q62245	Q8CBW3	Interactors	Q62245;Q8CBW3
435	Src-dynamin-synapsin complex	O88935	P05480	Interactors	O88935;P05480
436	Src-dynamin-synapsin complex	O88935	P39053	Interactors	O88935;P39053
437	Src-dynamin-synapsin complex	P05480	P39053	Interactors	P05480;P39053
438	Src1-Ep300-Crebbp complex	P45481	P70365	Interactors	P45481;P70365
439	Src1-Ep300-Crebbp complex	P45481	Q8BJ14	Interactors	P45481;Q8BJ14
440	Src1-Ep300-Crebbp complex	P70365	Q8BJ14	Interactors	P70365;Q8BJ14
441	SWAP complex	P09405	P11103	Interactors	P09405;P11103
442	SWAP complex	P09405	Q61937	Interactors	P09405;Q61937
443	SWAP complex	P09405	Q6A028	Interactors	P09405;Q6A028
444	SWAP complex	P11103	Q61937	Interactors	P11103;Q61937
445	SWAP complex	P11103	Q6A028	Interactors	P11103;Q6A028
446	SWAP complex	Q61937	Q6A028	Interactors	Q61937;Q6A028
447	Protein-sorting complex (Stam2, Hgs, Eps15)	O88811	P42567	Interactors	O88811;P42567
448	Protein-sorting complex (Stam2, Hgs, Eps15)	O88811	Q99LI8	Interactors	O88811;Q99LI8
449	Protein-sorting complex (Stam2, Hgs, Eps15)	P42567	Q99LI8	Interactors	P42567;Q99LI8
450	Wave-2 complex (Rac-activated)	P28660	Q7TMB8	Interactors	P28660;Q7TMB8
451	Wave-2 complex (Rac-activated)	P28660	Q8BH43	Interactors	P28660;Q8BH43
452	Wave-2 complex (Rac-activated)	P28660	Q8BPG5	Interactors	P28660;Q8BPG5
453	Wave-2 complex (Rac-activated)	P28660	Q8CBW3	Interactors	P28660;Q8CBW3
454	Wave-2 complex (Rac-activated)	Q7TMB8	Q8BH43	Interactors	Q7TMB8;Q8BH43
455	Wave-2 complex (Rac-activated)	Q7TMB8	Q8BPG5	Interactors	Q7TMB8;Q8BPG5
456	Wave-2 complex (Rac-activated)	Q7TMB8	Q8CBW3	Interactors	Q7TMB8;Q8CBW3
457	Wave-2 complex (Rac-activated)	Q8BH43	Q8BPG5	Interactors	Q8BH43;Q8BPG5
458	Wave-2 complex (Rac-activated)	Q8BH43	Q8CBW3	Interactors	Q8BH43;Q8CBW3
459	Wave-2 complex (Rac-activated)	Q8BPG5	Q8CBW3	Interactors	Q8BPG5;Q8CBW3
460	Wave-2 complex	P28660	Q7TMB8	Interactors	P28660;Q7TMB8
461	Wave-2 complex	P28660	Q8BH43	Interactors	P28660;Q8BH43
462	Wave-2 complex	P28660	Q8CBW3	Interactors	P28660;Q8CBW3
463	Wave-2 complex	Q7TMB8	Q8BH43	Interactors	Q7TMB8;Q8BH43
464	Wave-2 complex	Q7TMB8	Q8CBW3	Interactors	Q7TMB8;Q8CBW3
465	Wave-2 complex	Q8BH43	Q8CBW3	Interactors	Q8BH43;Q8CBW3
466	PDZK1-NaPiIIa-MAP17 complex	Q60825	Q9CQH0	Interactors	Q60825;Q9CQH0
467	PDZK1-NaPiIIa-MAP17 complex	Q60825	Q9JIL4	Interactors	Q60825;Q9JIL4
468	PDZK1-NaPiIIa-MAP17 complex	Q9CQH0	Q9JIL4	Interactors	Q9CQH0;Q9JIL4
469	WICH complex	Q91ZW3	Q9Z277	Interactors	Q91ZW3;Q9Z277
470	Sin3-Hdac1-Sds3 complex	O09106	Q62141	Interactors	O09106;Q62141
471	Sin3-Hdac1-Sds3 complex	O09106	Q8BR65	Interactors	O09106;Q8BR65
472	Sin3-Hdac1-Sds3 complex	Q62141	Q8BR65	Interactors	Q62141;Q8BR65
473	Caspase-2-TRAF2-RIP1 complex	P29594	P39429	Interactors	P29594;P39429
474	Caspase-2-TRAF2-RIP1 complex	P29594	Q62172	Interactors	P29594;Q62172
475	Caspase-2-TRAF2-RIP1 complex	P39429	Q62172	Interactors	P39429;Q62172
476	Hop2-Mnd1 complex	O35047	Q8K396	Interactors	O35047;Q8K396
477	Hop2-Mnd1 complex	O35047	Q8K396	Interactors	O35047;Q8K396
478	Dysbindin-pallidin-muted-beta-dystrobrevin complex	O70585	Q8R015	Interactors	O70585;Q8R015
479	Dysbindin-pallidin-muted-beta-dystrobrevin complex	O70585	Q91WZ8	Interactors	O70585;Q91WZ8
480	Dysbindin-pallidin-muted-beta-dystrobrevin complex	O70585	Q9R0C0	Interactors	O70585;Q9R0C0
481	Dysbindin-pallidin-muted-beta-dystrobrevin complex	Q8R015	Q91WZ8	Interactors	Q8R015;Q91WZ8
482	Dysbindin-pallidin-muted-beta-dystrobrevin complex	Q8R015	Q9R0C0	Interactors	Q8R015;Q9R0C0
483	Dysbindin-pallidin-muted-beta-dystrobrevin complex	Q91WZ8	Q9R0C0	Interactors	Q91WZ8;Q9R0C0
484	PCNA-DNA polymerase delta complex	O35654	P17918	Interactors	O35654;P17918
485	PCNA-DNA polymerase delta complex	O35654	P52431	Interactors	O35654;P52431
486	PCNA-DNA polymerase delta complex	O35654	Q9CWP8	Interactors	O35654;Q9CWP8
487	PCNA-DNA polymerase delta complex	O35654	Q9EQ28	Interactors	O35654;Q9EQ28
488	PCNA-DNA polymerase delta complex	P17918	P52431	Interactors	P17918;P52431
489	PCNA-DNA polymerase delta complex	P17918	Q9CWP8	Interactors	P17918;Q9CWP8
490	PCNA-DNA polymerase delta complex	P17918	Q9EQ28	Interactors	P17918;Q9EQ28
491	PCNA-DNA polymerase delta complex	P52431	Q9CWP8	Interactors	P52431;Q9CWP8
492	PCNA-DNA polymerase delta complex	P52431	Q9EQ28	Interactors	P52431;Q9EQ28
493	PCNA-DNA polymerase delta complex	Q9CWP8	Q9EQ28	Interactors	Q9CWP8;Q9EQ28
494	DNA polymerase delta complex	O35654	P52431	Interactors	O35654;P52431
495	DNA polymerase delta complex	O35654	Q9CWP8	Interactors	O35654;Q9CWP8
496	DNA polymerase delta complex	O35654	Q9EQ28	Interactors	O35654;Q9EQ28
497	DNA polymerase delta complex	P52431	Q9CWP8	Interactors	P52431;Q9CWP8
498	DNA polymerase delta complex	P52431	Q9EQ28	Interactors	P52431;Q9EQ28
499	DNA polymerase delta complex	Q9CWP8	Q9EQ28	Interactors	Q9CWP8;Q9EQ28
500	PCNA-DNA ligase complex	O35654	P17918	Interactors	O35654;P17918
501	PCNA-DNA ligase complex	O35654	P37913	Interactors	O35654;P37913
502	PCNA-DNA ligase complex	O35654	Q9EQ28	Interactors	O35654;Q9EQ28
503	PCNA-DNA ligase complex	P17918	P37913	Interactors	P17918;P37913
504	PCNA-DNA ligase complex	P17918	Q9EQ28	Interactors	P17918;Q9EQ28
505	PCNA-DNA ligase complex	P37913	Q9EQ28	Interactors	P37913;Q9EQ28
506	Pcna-Msh2-Msh6 complex	P17918	P43247	Interactors	P17918;P43247
507	Pcna-Msh2-Msh6 complex	P17918	P54276	Interactors	P17918;P54276
508	Pcna-Msh2-Msh6 complex	P43247	P54276	Interactors	P43247;P54276
509	Epithelial utrophin-associated protein complex	O08614	O70585	Interactors	O08614;O70585
510	Epithelial utrophin-associated protein complex	O08614	Q61235	Interactors	O08614;Q61235
511	Epithelial utrophin-associated protein complex	O70585	Q61235	Interactors	O70585;Q61235
512	Dystrobrevin-syntrophin complex, brain-derived	O70585	P11531	Interactors	O70585;P11531
513	Dystrobrevin-syntrophin complex, brain-derived	O70585	Q61234	Interactors	O70585;Q61234
514	Dystrobrevin-syntrophin complex, brain-derived	O70585	Q9D2N4	Interactors	O70585;Q9D2N4
515	Dystrobrevin-syntrophin complex, brain-derived	P11531	Q61234	Interactors	P11531;Q61234
516	Dystrobrevin-syntrophin complex, brain-derived	P11531	Q9D2N4	Interactors	P11531;Q9D2N4
517	Dystrobrevin-syntrophin complex, brain-derived	Q61234	Q9D2N4	Interactors	Q61234;Q9D2N4
518	Muscle-derived dystrobrevin-syntrophin complex	Q61234	Q9D2N4	Interactors	Q61234;Q9D2N4
519	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82347	P82348	Interactors	P82347;P82348
520	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82347	P82349	Interactors	P82347;P82349
521	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82347	Q8BX51	Interactors	P82347;Q8BX51
522	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82348	P82349	Interactors	P82348;P82349
523	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82348	Q8BX51	Interactors	P82348;Q8BX51
524	Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta	P82349	Q8BX51	Interactors	P82349;Q8BX51
525	Smooth muscle sarcoglycan complex SGC, beta-delta-zeta	P82347	P82349	Interactors	P82347;P82349
526	Smooth muscle sarcoglycan complex SGC, beta-delta-zeta	P82347	Q8BX51	Interactors	P82347;Q8BX51
527	Smooth muscle sarcoglycan complex SGC, beta-delta-zeta	P82349	Q8BX51	Interactors	P82349;Q8BX51
528	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82348	Interactors	P82347;P82348
529	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82349	Interactors	P82347;P82349
530	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82350	Interactors	P82347;P82350
531	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82349	Interactors	P82348;P82349
532	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82350	Interactors	P82348;P82350
533	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82349	P82350	Interactors	P82349;P82350
534	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	O70258	P82348	Interactors	O70258;P82348
535	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	O70258	P82349	Interactors	O70258;P82349
536	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	O70258	P82350	Interactors	O70258;P82350
537	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	P82348	P82349	Interactors	P82348;P82349
538	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	P82348	P82350	Interactors	P82348;P82350
539	Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma	P82349	P82350	Interactors	P82349;P82350
540	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82348	Interactors	P82347;P82348
541	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82349	Interactors	P82347;P82349
542	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82347	P82350	Interactors	P82347;P82350
543	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82349	Interactors	P82348;P82349
544	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82348	P82350	Interactors	P82348;P82350
545	Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta	P82349	P82350	Interactors	P82349;P82350
546	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	O70258	P82347	Interactors	O70258;P82347
547	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	O70258	P82348	Interactors	O70258;P82348
548	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	O70258	P82349	Interactors	O70258;P82349
549	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	P82347	P82348	Interactors	P82347;P82348
550	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	P82347	P82349	Interactors	P82347;P82349
551	Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta	P82348	P82349	Interactors	P82348;P82349
552	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P11531	P82347	Interactors	P11531;P82347
553	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P11531	P82348	Interactors	P11531;P82348
554	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P11531	P82349	Interactors	P11531;P82349
555	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P11531	P82350	Interactors	P11531;P82350
556	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P11531	Q61234	Interactors	P11531;Q61234
557	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82347	P82348	Interactors	P82347;P82348
558	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82347	P82349	Interactors	P82347;P82349
559	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82347	P82350	Interactors	P82347;P82350
560	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82347	Q61234	Interactors	P82347;Q61234
561	Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle	P82348	P82349	Interactors	P82348;P82349
