Uniprot ID	F1.mitosis.intensity.mean	F2.mitosis.intensity.mean	F3.mitosis.intensity.mean	F4.mitosis.intensity.mean	F5.mitosis.intensity.mean	F6.mitosis.intensity.mean	F7.mitosis.intensity.mean	F8.mitosis.intensity.mean	F9.mitosis.intensity.mean	F10.mitosis.intensity.mean	F11.mitosis.intensity.mean	F12.mitosis.intensity.mean	F13.mitosis.intensity.mean	F14.mitosis.intensity.mean	F15.mitosis.intensity.mean	F16.mitosis.intensity.mean	F17.mitosis.intensity.mean	F18.mitosis.intensity.mean	F19.mitosis.intensity.mean	F20.mitosis.intensity.mean	F21.mitosis.intensity.mean	F22.mitosis.intensity.mean	F23.mitosis.intensity.mean	F24.mitosis.intensity.mean	F25.mitosis.intensity.mean	F26.mitosis.intensity.mean	F27.mitosis.intensity.mean	F28.mitosis.intensity.mean	F29.mitosis.intensity.mean	F30.mitosis.intensity.mean	F31.mitosis.intensity.mean	F32.mitosis.intensity.mean	F33.mitosis.intensity.mean	F34.mitosis.intensity.mean	F35.mitosis.intensity.mean	F36.mitosis.intensity.mean	F37.mitosis.intensity.mean	F38.mitosis.intensity.mean	F39.mitosis.intensity.mean	F40.mitosis.intensity.mean	F41.mitosis.intensity.mean	F42.mitosis.intensity.mean	F43.mitosis.intensity.mean	F44.mitosis.intensity.mean	F45.mitosis.intensity.mean	F46.mitosis.intensity.mean	F47.mitosis.intensity.mean	F48.mitosis.intensity.mean	F49.mitosis.intensity.mean	F50.mitosis.intensity.mean	F51.mitosis.intensity.mean	F52.mitosis.intensity.mean	F53.mitosis.intensity.mean	F54.mitosis.intensity.mean	F55.mitosis.intensity.mean	F56.mitosis.intensity.mean	F57.mitosis.intensity.mean	F58.mitosis.intensity.mean	F59.mitosis.intensity.mean	F60.mitosis.intensity.mean	F61.mitosis.intensity.mean	F62.mitosis.intensity.mean	F63.mitosis.intensity.mean	F64.mitosis.intensity.mean	F65.mitosis.intensity.mean
O00233	57798.60931	112148.4009	149526.4079	191558.7309	223100.1617	264794.5802	282402.7308	275947.6567	290133.0629	325850.936	346259.2313	352272.6164	349561.944	346857.0923	350889.581	355857.1975	335236.6349	312038.5706	314284.3967	282431.5252	256674.9858	223673.7855	209522.4348	171439.9903	170796.6237	162627.631	124608.8987	125969.1733	128194.8296	143706.3509	122142.3454	133660.5308	121820.0361	117788.1922	107133.4558	117388.1549	179918.2904	280643.2789	343508.8171	284206.8385	174591.6461	104558.5322	77750.67634	80545.53209	88530.17439	199554.911	329556.4954	307246.6748	169363.5956	98538.73597	60444.33907	45274.92388	38334.77098	32241.16449	34892.69915	30680.87073	30527.02322	35994.42634	32360.87774	31163.65456	30069.61464	30565.45642	29294.08731	33255.63145	31054.99226
O00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13909.44905	210455.2506	672115.4981	759125.2523	257910.2092	99831.5265	36073.10119	25887.29257	17969.08774	10802.89869	8422.597702	3265.297083
O00264	256979.7976	636633.6511	872333.5805	1029204.494	980438.1123	1021123.42	995596.3323	833228.9453	806132.093	716428.1917	706954.9916	658431.1061	575473.7293	504383.5964	480953.9204	383275.6163	313995.3827	261884.4543	242745.3829	191719.1151	163914.7533	138141.4749	127737.3456	95947.66812	98316.8284	91439.63436	94466.43913	80950.65619	53289.82814	46012.31971	51233.53332	59249.96605	78236.8822	67623.60654	44015.48218	47445.64506	49028.89822	43524.88961	59544.44044	44844.32217	11771.151	0	0	0	0	0	0	0	22444.15237	42195.37334	46451.98921	29135.35871	16993.44436	15721.57072	10070.84008	13457.84214	13793.19053	13045.6851	10900.01448	6558.335179	9096.141176	15657.63424	14243.7085	16137.54357	14892.18232
O00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26635.79831	65729.4315	199202.6896	361573.7647	612010.6983	715106.5614	645883.3135	541673.0342	299974.5175	157428.3256	85483.63416	70486.14207	70474.65619	79051.81932	43770.34977	50669.12521	25013.71607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00268	31273.5223	119701.4399	181607.5346	212621.3135	188255.3485	136729.3685	99112.77026	73672.97477	21243.17767	19481.11458	21808.81437	8329.37337	10342.09136	9722.328904	7593.971596	7040.48252	5320.723649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3494.70504	7455.372167	4835.234659	10911.86006	29376.00311	80977.38677	117036.4672	163526.8186	354330.7185	602656.8201	657422.4121	762817.8498	1684621.685	2381454.976	1435640.221	669391.6367	341470.3081	253045.5977	106946.7734	313699.2673	542175.9759	331500.853	195407.7419	72155.41883	0	0	0	7854.442606	4394.301339	40048.1702	20198.61555	24123.1601	3831.160931	5405.0321	2224.175302	2608.498674	0
O00287	15253.47703	38350.08353	45667.20422	59013.7992	55831.25359	54742.74965	34687.47203	30534.19744	25372.51958	29826.18472	14618.50137	17543.69208	10025.11077	0	0	9988.803873	13709.22648	16846.10083	18958.19766	20444.5946	10591.82684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34403.05574	87045.97326	108243.8215	65265.36047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00299	0	0	0	28254.71882	21102.70547	18224.16815	14894.39067	0	0	15272.66745	16943.265	15063.15161	15059.7535	12696.92434	9797.330172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7731.342515	7439.439831	194103.4191	0	0	0	0	0	0	0	13948.16803	226184.1565	3074365.76	17096312.12	29791800.67	19988735.35	5898630.954	1831645.216	966456.6495	746305.4538	533342.205	455654.4381	313893.6082	262292.6647	215220.5552	190435.218	261637.933	116560.5099	101698.2682	71431.94475
O00303	53865.81663	86670.49996	161349.5764	102914.0382	186396.8745	239719.8523	271434.184	311511.4002	305035.8796	335399.169	393226.9757	594217.2006	1137104.46	2536822.602	3967601.442	3364864.541	1651348.958	714623.3777	359909.55	250182.2319	192394.0018	176983.7549	153224.9596	164662.7582	200360.2211	127098.5144	64809.24148	69676.22984	82447.03209	96452.34313	74886.84833	141042.0382	121933.2797	94676.67007	80651.52065	88018.5119	508815.4085	1814447.639	3335777.44	2438768.227	876845.251	334559.4605	131926.2405	45902.46064	20264.87424	20958.46294	14294.61613	0	0	0	0	12015.79133	13490.42457	12700.66343	7872.592286	6397.164507	16209.8468	32563.66808	21609.42334	12515.64633	13071.80539	23480.49358	18649.59661	17958.98302	18139.139
O00330	11147.43557	87298.37699	290084.5157	387216.8835	227676.0489	173394.7815	87356.42093	50034.5409	33625.53278	34411.48655	33829.53804	33724.68562	33485.55	31488.60854	33453.39618	37262.74167	47321.66329	46229.36758	62546.83361	51175.03306	37886.39467	26158.77519	25622.20802	16042.61366	16153.7971	19519.11803	19606.04255	18807.79091	21303.37091	31857.21271	26574.06933	30957.27636	47763.68089	57508.68777	176844.5423	388180.0243	552183.0399	429029.2866	158864.2738	20950.98707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3809.532855	3991.158823	4162.518392	3709.107264	4214.983815	3259.827995
O00399	15082.39512	16361.61657	14139.45781	19525.89586	43127.95961	47673.27688	65331.84979	154786.6982	151774.7622	184764.8529	272345.7342	359480.8692	362145	284870.6677	183763.0329	81774.61523	46420.76146	35403.95297	36230.68913	25614.70368	10117.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33920.1951	252764.2811	395627.9459	273190.9822	139493.6556	61996.79188	21648.28866	15231.9495	13621.96568	0	0	0	0	0	0	0	0	0	0
O00400	27483.9792	92685.67498	112234.5449	161395.1655	147690.8812	133651.0575	126173.0477	120560.7793	102436.2022	110840.0389	99183.18971	86934.01155	42832.23849	38659.73578	28167.63065	25880.37537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625.343065	44909.94656	69871.6242	149457.2478	465005.5314	737861.4381	654645.8575	394457.1946	216381.5009	137772.3302	92149.19557	101214.0809	83196.13164	121720.7152	118218.9881	91758.06048	62695.73718	51756.14845	55523.96596	68849.04925	60961.53949	47571.51992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00410	360612.1419	606681.4117	795989.8299	868076.2412	842286.6751	850052.4682	818551.1135	670986.1348	553700.8596	586245.0172	587729.3154	524142.0495	496258.647	465706.4108	436459.7787	381408.6509	315273.8767	267661.6829	253594.6285	226835.4181	221100.7882	198840.2	176757.3875	154572.8716	202551.8424	181989.3262	167821.9161	177834.2113	180473.2039	174541.3155	188567.5655	280237.455	418882.398	531703.6389	471407.2706	390268.3096	383796.9609	557901.0982	1259319.873	3226208.732	6625952.077	6803127.429	3190890.301	958591.127	405575.0987	306767.8904	204462.6134	137000.0951	105893.7331	86157.28864	103477.6766	95677.26635	81304.33386	64309.0686	107359.9413	53108.96507	56018.8901	60317.33734	44263.46706	37370.15406	32493.26561	33282.47134	25931.29558	30521.53928	27691.23806
O00411	54094.92511	181626.5345	257509.3168	205919.5538	141370.1983	86359.59049	62204.36304	51873.66428	45441.14621	31682.70955	29664.02604	29748.90774	13265.73616	0	0	0	8645.740598	7339.374787	6644.570903	5179.310984	4846.287013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15423.78297	10419.42221	23414.70194	90038.06574	241169.5371	392263.7733	304521.3264	168261.408	57217.75309	39646.68125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00425	294685.5488	676708.778	732522.1447	492182.9707	366509.029	292457.0197	230386.4617	218316.1883	245203.9998	219003.2242	191307.3264	163176.1897	105274.5486	76123.59294	45941.75697	45791.46439	17431.03795	12240.14012	9366.015122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00429	0	0	0	0	0	0	0	0	0	8089.853063	7657.732174	6337.560008	6169.309757	4940.617682	3770.566675	0	3614.920355	3998.922244	13676.48856	22749.37583	26600.975	27622.12519	26831.6368	31669.55736	32426.61482	64825.81777	107125.0131	129549.0242	140574.4179	552079.4887	645614.215	3078873.963	4114636.102	3357237.666	1257031.222	377414.185	195764.2417	159009.803	167466.4832	151070.611	114664.4058	77323.42892	7550.083246	0	0	0	0	0	0	0	0	0	0	1991.416124	2850.702719	3151.87682	3682.14403	2520.064583	2507.873312	2602.104171	2804.171979	0	0	0	0
O00442	954.772228	2889.011495	4373.995064	30493.24875	24016.35365	25064.07602	28168.49621	55669.39174	46594.58077	23452.21652	39725.62476	23645.68276	20191.2352	16082.50472	3698.269313	0	2437.668837	5187.553453	4125.981822	3829.83569	3678.302125	0	0	0	0	3906.115755	5079.357105	4117.314041	5520.745378	4306.103144	4315.799782	5282.163711	5620.651483	5981.596094	8400.643222	12348.22762	14585.93121	16686.44742	8691.882472	10521.65377	17858.7847	18360.37179	21433.30777	25221.21932	43713.16388	67071.18335	41609.40504	32563.38968	80303.61826	471534.1064	933675.7993	574466.6865	260847.2037	119892.6577	78147.88352	58939.14453	52516.00555	26513.40205	28603.55463	15193.81212	22558.31168	24249.17532	15449.84279	15550.18547	13680.27171
O00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2282.086226	29358.28456	123350.1303	140783.2677	93203.77833	40966.91634	6640.742976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00461	401653.1344	866457.9273	876732.229	736892.443	499170.79	382793.0447	292768.8732	187774.5963	121317.9707	78897.88325	73926.75481	36179.11202	29349.92764	3642.197574	5364.524873	7657.509652	4186.063202	5080.751962	4673.982381	4589.054494	4439.349112	0	0	0	28634.56617	30502.83087	42861.94652	40244.04293	39743.10921	35814.70651	30043.63605	27114.34107	17256.78182	7762.628253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43634.76545	142941.1927	211843.6512	160634.2226	63156.90874	22564.44954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00468	225408.3328	506322.711	521439.5109	411285.4697	350485.0551	250983.6402	141639.8081	57112.2957	30314.08872	23578.55028	8232.866283	0	0	0	0	0	0	0	31877.78211	53875.62093	69342.98099	70218.68748	33693.79025	0	0	0	0	0	0	10492.94392	8715.506637	13520.18962	12094.76599	10507.97031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00469	186894.8943	296011.8294	310409.0875	258798.0971	196010.0043	164645.5478	150450.3625	123154.7319	112460.2727	113655.5879	123661.0251	118553.1193	106371.7871	107435.8819	106021.9452	111525.3702	100784.8677	103259.6033	106388.4513	112724.3257	103657.4856	103543.9813	102413.1909	108250.6231	123993.0503	147449.5219	168004.2064	212806.1551	285343.2829	725191.2411	747627.3962	2766378.965	3834932.029	2725672.718	974783.1534	343175.6838	206736.1176	149966.4079	126117.5111	128683.4603	173234.7775	202395.0861	158516.8891	95074.23063	58719.96549	47414.40834	54740.59004	6722.504574	6724.878025	6670.244979	12354.11261	12848.55267	13377.5135	11129.2459	11473.78822	9151.899059	8688.650053	12061.75553	8020.367992	6035.686249	6433.212169	5764.667649	8563.860896	6314.426223	7669.407141
O00470	0	0	0	0	0	0	0	0	0	5960.817239	5146.604515	6560.587514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43754.85421	117424.6995	134923.3127	170473.3525	186178.4012	175983.6837	164429.0752	132187.4485	86673.9334	6667.190264	0	0	0	0	0	0	0	0	0	0	0	0	0	4642.240531	4082.742536	4340.247374	2495.21683	0	0	0	0	0	0	0	0
O00471	71159.89498	127852.9534	144448.1546	153009.0356	126476.8238	130899.0769	134577.6286	122179.2844	99139.70843	90101.39807	107833.9234	85728.52959	68254.11192	57296.14723	66727.46265	37336.20553	42581.51119	15587.36943	14974.02855	14088.75784	13872.62525	13719.40129	12477.77521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3874.984818	7038.595326	5937.706729	4947.821071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00483	239128.0716	381744.2598	518936.0856	581029.9399	595249.9829	609711.3118	518316.8547	511825.441	465159.4072	463269.7149	476930.0577	450361.1804	414033.3105	429476.7692	433259.497	351538.1297	308037.3229	272226.2755	260033.4708	239859.0394	223408.1197	202533.7185	200105.4881	157016.1941	182253.042	150131.8916	142921.3114	129994.8307	124386.6957	141843.3485	131186.8318	134187.3712	130883.5316	118687.8874	132029.5083	127016.6075	136952.295	117020.9359	108233.1497	97696.77623	114581.7588	179568.6348	264337.8046	242500.1824	142305.3863	69565.54268	22222.36541	0	8422.817804	7742.174259	7160.514839	19943.23364	30164.96696	29819.21695	37873.40236	26295.27011	32116.72612	33298.03347	30260.42287	26119.53944	26941.94462	28297.49732	26198.73985	31329.68738	28964.64039
O00487	240774.9528	459609.4848	623934.6869	765678.0085	879173.5777	951852.6253	1123606.381	1099068.607	1065627.331	1334077.965	1513282.81	1470478.145	1420850.998	1315334.429	1312387.799	1276296.286	1140194.536	954853.864	736828.7692	494743.283	327704.7368	247075.1693	229048.4392	131986.8651	99018.91194	107854.605	174164.2509	365071.6108	408408.898	233673.9283	178944.9051	73762.28634	71116.46495	68155.37754	58291.72336	44629.87208	35654.06615	37170.12994	21879.63632	24535.76062	16524.17243	14958.34453	28137.2265	21315.47585	23123.85661	31157.92047	44392.51708	38248.08242	26575.68435	22524.22956	19553.99874	12895.13917	19418.63113	19144.43741	18461.88988	16791.72626	16863.07071	18502.96882	14857.54229	14900.39889	14548.87622	14656.62879	13082.92107	12276.10721	14686.55857
O00499	2146.554483	2916.137935	3115.242828	0	0	0	0	1987.301424	9258.949186	12879.38406	21927.36728	29849.09901	30318.81326	22953.07555	31057.10741	32345.50017	61194.61892	63851.55951	77460.44661	98274.26688	128375.306	160680.3775	214151.3369	299000.1149	455002.431	589899.7999	686698.323	681137.6359	579549.2991	324943.7999	286832.4507	128199.5556	32437.4696	33008.6781	23665.71129	19675.77541	21929.66347	20734.96672	6979.037567	7837.976536	12362.5708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00505	16896.586	34391.60564	66235.72795	61071.82119	48675.10396	45229.78873	49008.22268	45910.14524	33782.94782	33908.25054	35936.96318	32543.2	29636.5671	26905.67878	28226.9943	31903.44344	30665.22018	30691.99577	44684.23426	44355.88222	46246.94272	45618.5478	46342.26324	54748.99976	60729.85572	64215.85661	76445.67318	75694.09973	82504.21178	168815.3656	183607.814	421892.4893	387018.5706	326079.8961	309568.4623	259037.5929	234367.6032	205087.3574	226173.6942	228869.2078	219092.0352	173686.174	97036.50848	41217.0408	13754.37548	12574.18679	22071.92794	8233.365697	3382.023179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00506	2167.989032	3980.131873	5089.003099	5451.242741	5304.932766	4427.959554	2569.459284	2839.07931	3477.521119	3715.199815	3344.084024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2650.958273	6378.361138	96986.18234	166662.4086	166484.3586	94133.05054	35222.42529	17451.6121	9605.642718	2889.01281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00541	101841.0048	172332.4811	185637.2219	190631.622	145692.1293	78406.12511	36913.33728	31293.02096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5268.052794	7693.279195	7297.615718	0	0	5933.223879	22069.8736	16524.85132	31907.27356	37348.76601	181681.5679	650289.8594	1084119.504	1005009.647	439748.7079	160613.3008	50346.62847	27215.00166	17663.94197	9868.710382	2574.491765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00560	86818.55684	162508.6321	191979.3583	154686.5974	130684.9002	111084.0055	95795.48979	78856.66276	70107.90536	61726.18815	56409.26742	47669.2063	40062.16148	33090.21548	28680.95276	14803.99502	6330.622999	4514.810019	0	4045.277142	5040.184149	5034.926726	0	0	0	0	0	0	0	0	0	4329.948409	7885.840298	5816.105414	9057.418263	35095.19504	50956.57903	64198.28124	59632.96401	24516.13146	7253.065617	0	0	0	0	116200.781	989736.8607	1995282.497	1777606.701	739962.901	312660.5165	178120.3315	114745.4966	79042.16593	63295.70317	41049.69692	34181.0359	25097.94115	21364.15359	40381.06952	13539.82079	12628.31365	6543.2773	6620.676895	5689.41169
O00567	248171.8889	515250.1753	663492.4503	498848.457	349435.2344	313029.8019	281933.1617	257653.6659	200576.009	178267.392	166765.4222	118634.0472	75235.11003	33651.06644	11403.46002	35991.65756	52966.64451	47261.27151	43059.4599	34243.1223	0	0	0	0	0	0	0	0	0	0	15715.37768	13384.96781	4059.518653	11569.4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00584	1592.79319	2822.966574	5045.871048	9323.804738	10200.09689	7419.306147	5399.363292	5075.331748	4232.94784	4347.934908	4301.264991	4779.691842	4608.367297	4182.023968	1975.709598	0	1333.385643	2888.137832	2261.862403	2836.458944	1928.127087	1466.154445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6511.688519	3315.98701	3367.636599	3015.157971	6305.186491	6698.818729	8335.086288	8613.038171	12209.18601	47504.47005	203490.0731	541137.0696	729818.5336	505157.5957	207925.1242	76525.58884	38263.96548	26692.93698	20022.51856	17059.16895	12295.64145	7933.930945	7285.241	5492.544534	8914.75951	5306.319639	3808.439348	3937.0545
O00592	1711384.506	3605460.512	4024342.363	4125924.906	4265379.939	3703646.511	1984834.823	2462780.253	1612459.755	1157139.048	742097.5948	504402.8054	374047.1022	283514.1763	231316.1833	202335.1177	155697.099	130564.8315	108442.9289	101825.3004	86091.856	64995.37399	60787.52238	35197.94615	34321.81811	33498.55901	26277.3235	30385.57786	29238.71517	36977.69957	31796.47554	33111.80297	28103.31089	24731.52977	20208.92306	20327.63156	15921.60637	15722.12825	13341.55574	18601.47124	16956.80023	14063.63863	12499.27304	3900.15817	0	0	0	0	3782.856332	9424.933254	8116.518865	9869.067462	13897.48216	13562.46275	15480.77101	12940.59385	12701.3997	18010.92595	12568.75339	10792.47347	15475.73224	18338.78094	19764.83385	12204.02753	27882.16022
O00622	536658.2974	1136471.279	1465142.016	1082727.199	690128.5275	615942.6544	561440.5295	479066.2838	425868.2903	431761.5274	411107.248	350181.1206	277210.3327	223101.2083	191449.623	172092.4985	158973.7521	153258.7688	153734.4771	151678.1574	147907.2583	148212.7714	155207.958	149169.9024	134438.1846	120057.1113	116246.3009	124648.9321	100734.5993	107942.532	165623.83	197418.0405	187185.0909	178355.1177	154284.2384	140042.4175	133584.8157	126778.0137	125352.8946	86586.71089	33518.79105	0	0	0	31672.54391	34962.38551	63871.9422	0	0	0	0	0	0	0	0	0	0	11638.06783	3955.427123	2620.798182	0	0	0	0	0
O00625	11977.20884	11970.89789	4836.045172	4123.672206	3681.58377	4104.046787	2505.987957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56818.87256	709259.2175	3299125.332	5220013.237	3009413.052	838328.0545	374493.7536	172561.257	183482.7717	126953.0617	95018.31377	64697.23171	54604.02236	75568.43568	48240.74593	39379.8627	26088.20836
O00629	80063.07482	124245.096	69976.30937	63006.84215	32973.42732	35670.45244	15612.62569	29466.59418	39247.2314	45882.49538	29702.15981	28676.82031	25217.65827	46955.50665	65107.11916	17258.13695	38589.08	22891.63237	8105.786146	26403.22789	25216.08151	33906.79826	60122.98853	66576.99846	90452.0734	78588.13978	66646.7427	78902.92695	74077.19907	236619.3404	202278.8676	497254.491	379539.096	303226.9111	263748.5556	199021.8768	252816.734	240057.9653	232807.9142	231120.6564	189004.6953	65717.11017	47319.11668	7324.20611	32382.16789	25829.36857	4025.803326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155636.2464	128643.2851	137714.7645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11082.94801	20262.31402	19811.18522	42869.0344	54211.54477	70937.56961	90584.19368	93044.35013	104472.7366	109269.7875	121390.6318	98546.8769	76665.34534	29200.6827	13977.19168	15749.49644	19608.26725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00743	162795.889	301008.2184	317549.74	310611.161	275943.9412	242633.9152	210596.4223	170119.3037	145256.7837	131718.5997	121607.2204	109057.2638	109397.8555	88679.24627	84007.92769	75007.31422	75384.44001	75524.89866	71542.33807	77239.48143	106334.8134	167495.1196	243857.266	214761.1492	253093.5	240850.8467	204064.6893	165397.7293	128074.6863	87085.7688	70612.34227	48087.64312	38924.54197	35258.53619	27585.36367	22427.40755	22772.51457	21231.1233	26344.15346	35981.28717	50993.34947	48712.14067	21934.25548	23827.31652	36635.81919	51921.42366	32854.54463	4619.945964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6762.924699	7892.527812	31598.06017	54615.12212	97851.59503	119863.6298	175838.3997	157035.8046	120376.6659	63790.42463	22874.95562	9753.409995	9703.245443	13087.72482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3298.662152	11052.68631	20532.44503	47463.93574	146564.21	286657.1562	435998.6412	384147.7167	237737.9864	127400.6824	45176.51679	19188.07861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276163.3156	2720159.902	4307458.62	2468515.71	846579.9642	132194.9981	59896.4435	55948.05089	36691.42041	41219.1651	41002.68988	35127.94558	30521.07481	20701.50482	11050.18871	5000.05148	5923.942582	4194.890082	3120.283279	2491.73119	2045.676476
O00767	163191.4739	341661.5545	418458.9851	475515.0507	482173.8574	443139.8386	462424.184	378966.4247	306131.8729	299445.4994	298744.5771	244248.2427	182314.0764	196759.9353	189710.7792	183740.3352	124308.3698	81089.73325	66701.15728	68259.34096	52690.74083	31619.22798	20873.42228	0	0	0	7556.634447	8532.323961	7919.282423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
